date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2015-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.321,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.34,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.346,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-04-15,Eggs - Retail,Unit,"meat, fish and eggs",0.32,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.31,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.33,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-07-15,Eggs - Retail,Unit,"meat, fish and eggs",0.33,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-08-15,Eggs - Retail,Unit,"meat, fish and eggs",0.35,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-09-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-10-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-11-15,Eggs - Retail,Unit,"meat, fish and eggs",0.39,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2015-12-15,Eggs - Retail,Unit,"meat, fish and eggs",0.39,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.39,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.38,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.34,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-04-15,Eggs - Retail,Unit,"meat, fish and eggs",0.35,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.32,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-07-15,Eggs - Retail,Unit,"meat, fish and eggs",0.32,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-08-15,Eggs - Retail,Unit,"meat, fish and eggs",0.32,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-09-15,Eggs - Retail,Unit,"meat, fish and eggs",0.35,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-10-15,Eggs - Retail,Unit,"meat, fish and eggs",0.35,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-11-15,Eggs - Retail,Unit,"meat, fish and eggs",0.35,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2016-12-15,Eggs - Retail,Unit,"meat, fish and eggs",0.57,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2017-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.47,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2017-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.49,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2017-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.46,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4984,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4786,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.501,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-04-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4661,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4809,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.499,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-07-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5392,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-08-15,Eggs - Retail,Unit,"meat, fish and eggs",0.6548,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2018-09-15,Eggs - Retail,Unit,"meat, fish and eggs",0.6733,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2013-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.31,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2013-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.7206,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2013-11-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.2113,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2013-12-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.4668,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.1261,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.5304,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.7342,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.6377,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.1417,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.4939,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.5723,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.3224,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.769,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-11-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.639,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2014-12-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.507,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.672,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.789,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.86,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-04-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.96,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.12,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.82,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.41,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.53,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.25,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.25,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-11-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.79,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2015-12-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.84,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.21,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.21,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.28,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-04-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.15,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.77,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.84,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.87,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.75,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.09,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",6.84,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-11-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.27,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2016-12-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.93,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2017-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.94,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2017-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.86,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2017-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.24,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.263,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.4598,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.5795,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-04-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.8825,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",9.3107,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",10.1439,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",10.1419,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",10.1672,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2018-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",10.8702,TRY,Turkey,,0,National Average,1319,94,15,5,2,1319_94_15_5,
2013-05-15,Sugar - Retail,KG,miscellaneous food,3.4592,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2013-06-15,Sugar - Retail,KG,miscellaneous food,3.4728,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2013-11-15,Sugar - Retail,KG,miscellaneous food,3.6395,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2013-12-15,Sugar - Retail,KG,miscellaneous food,3.6451,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-01-15,Sugar - Retail,KG,miscellaneous food,3.6472,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-02-15,Sugar - Retail,KG,miscellaneous food,3.6784,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-03-15,Sugar - Retail,KG,miscellaneous food,3.734,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-05-15,Sugar - Retail,KG,miscellaneous food,3.7065,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-06-15,Sugar - Retail,KG,miscellaneous food,3.7908,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-07-15,Sugar - Retail,KG,miscellaneous food,3.9222,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-08-15,Sugar - Retail,KG,miscellaneous food,3.9933,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-09-15,Sugar - Retail,KG,miscellaneous food,4.0144,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-10-15,Sugar - Retail,KG,miscellaneous food,3.707,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-11-15,Sugar - Retail,KG,miscellaneous food,3.704,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2014-12-15,Sugar - Retail,KG,miscellaneous food,3.723,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-01-15,Sugar - Retail,KG,miscellaneous food,3.753,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-02-15,Sugar - Retail,KG,miscellaneous food,3.696,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-03-15,Sugar - Retail,KG,miscellaneous food,3.703,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-04-15,Sugar - Retail,KG,miscellaneous food,3.71,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-05-15,Sugar - Retail,KG,miscellaneous food,3.74,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-06-15,Sugar - Retail,KG,miscellaneous food,3.73,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-07-15,Sugar - Retail,KG,miscellaneous food,3.84,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-08-15,Sugar - Retail,KG,miscellaneous food,3.98,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-09-15,Sugar - Retail,KG,miscellaneous food,4.01,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-10-15,Sugar - Retail,KG,miscellaneous food,4.01,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-11-15,Sugar - Retail,KG,miscellaneous food,4.03,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2015-12-15,Sugar - Retail,KG,miscellaneous food,4.03,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-01-15,Sugar - Retail,KG,miscellaneous food,4.03,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-02-15,Sugar - Retail,KG,miscellaneous food,4.06,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-03-15,Sugar - Retail,KG,miscellaneous food,4.1,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-04-15,Sugar - Retail,KG,miscellaneous food,4.05,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-05-15,Sugar - Retail,KG,miscellaneous food,4.12,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-06-15,Sugar - Retail,KG,miscellaneous food,4.14,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,4.14,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,4.28,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-09-15,Sugar - Retail,KG,miscellaneous food,4.3,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-10-15,Sugar - Retail,KG,miscellaneous food,4.3,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-11-15,Sugar - Retail,KG,miscellaneous food,4.31,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2016-12-15,Sugar - Retail,KG,miscellaneous food,4.28,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2017-01-15,Sugar - Retail,KG,miscellaneous food,4.28,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2017-02-15,Sugar - Retail,KG,miscellaneous food,4.27,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2017-03-15,Sugar - Retail,KG,miscellaneous food,4.27,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-01-15,Sugar - Retail,KG,miscellaneous food,4.345,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-02-15,Sugar - Retail,KG,miscellaneous food,4.3572,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-03-15,Sugar - Retail,KG,miscellaneous food,4.5968,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-04-15,Sugar - Retail,KG,miscellaneous food,4.648,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-05-15,Sugar - Retail,KG,miscellaneous food,4.7026,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-06-15,Sugar - Retail,KG,miscellaneous food,4.7772,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-07-15,Sugar - Retail,KG,miscellaneous food,4.7703,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-08-15,Sugar - Retail,KG,miscellaneous food,4.7949,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2018-09-15,Sugar - Retail,KG,miscellaneous food,4.7971,TRY,Turkey,,0,National Average,1319,97,15,5,7,1319_97_15_5,
2013-05-15,Garlic - Retail,KG,vegetables and fruits,8.1422,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2013-06-15,Garlic - Retail,KG,vegetables and fruits,7.7703,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2013-11-15,Garlic - Retail,KG,vegetables and fruits,8.2981,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2013-12-15,Garlic - Retail,KG,vegetables and fruits,8.3617,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-01-15,Garlic - Retail,KG,vegetables and fruits,8.7832,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-02-15,Garlic - Retail,KG,vegetables and fruits,8.7832,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-03-15,Garlic - Retail,KG,vegetables and fruits,9.5358,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-05-15,Garlic - Retail,KG,vegetables and fruits,9.4341,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-06-15,Garlic - Retail,KG,vegetables and fruits,7.4649,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-07-15,Garlic - Retail,KG,vegetables and fruits,8.1246,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-08-15,Garlic - Retail,KG,vegetables and fruits,8.7728,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-09-15,Garlic - Retail,KG,vegetables and fruits,9.1647,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-10-15,Garlic - Retail,KG,vegetables and fruits,8.46,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-11-15,Garlic - Retail,KG,vegetables and fruits,8.854,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2014-12-15,Garlic - Retail,KG,vegetables and fruits,8.961,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-01-15,Garlic - Retail,KG,vegetables and fruits,9.293,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-02-15,Garlic - Retail,KG,vegetables and fruits,9.991,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-03-15,Garlic - Retail,KG,vegetables and fruits,11.181,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-04-15,Garlic - Retail,KG,vegetables and fruits,12.49,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-05-15,Garlic - Retail,KG,vegetables and fruits,11.08,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-06-15,Garlic - Retail,KG,vegetables and fruits,8.43,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-07-15,Garlic - Retail,KG,vegetables and fruits,8.47,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-08-15,Garlic - Retail,KG,vegetables and fruits,9.57,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-09-15,Garlic - Retail,KG,vegetables and fruits,10.7,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-10-15,Garlic - Retail,KG,vegetables and fruits,10.7,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-11-15,Garlic - Retail,KG,vegetables and fruits,14.09,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2015-12-15,Garlic - Retail,KG,vegetables and fruits,15.33,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-01-15,Garlic - Retail,KG,vegetables and fruits,17.18,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-02-15,Garlic - Retail,KG,vegetables and fruits,19.3,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-03-15,Garlic - Retail,KG,vegetables and fruits,19.77,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-04-15,Garlic - Retail,KG,vegetables and fruits,19.36,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-05-15,Garlic - Retail,KG,vegetables and fruits,10.91,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-06-15,Garlic - Retail,KG,vegetables and fruits,10.88,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-07-15,Garlic - Retail,KG,vegetables and fruits,12.35,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-08-15,Garlic - Retail,KG,vegetables and fruits,12.95,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-09-15,Garlic - Retail,KG,vegetables and fruits,13.24,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-10-15,Garlic - Retail,KG,vegetables and fruits,13.51,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-11-15,Garlic - Retail,KG,vegetables and fruits,13.79,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2016-12-15,Garlic - Retail,KG,vegetables and fruits,14.98,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2017-01-15,Garlic - Retail,KG,vegetables and fruits,15.14,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
2017-02-15,Garlic - Retail,KG,vegetables and fruits,15.35,TRY,Turkey,,0,National Average,1319,105,15,5,4,1319_105_15_5,
